student_id,gender,classification,classification_sub,nationality,sg_pr_status,course_years_remaining,faculty,offered,application_term,course
7,Male,Undergraduate,Freshman,Singapore,Non PR,3,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
310,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
317,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
378,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
433,Male,Undergraduate,Senior UG,Singapore,Non PR,10,Multi Disciplinary Programme,No,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
433,Male,Undergraduate,Senior UG,Singapore,Non PR,10,Multi Disciplinary Programme,No,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
433,Male,Undergraduate,Senior UG,Singapore,Non PR,10,Multi Disciplinary Programme,No,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
516,Female,Undergraduate,Senior UG,Singapore,Non PR,3,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
516,Female,Undergraduate,Freshman,Singapore,Non PR,3,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
534,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Arts
534,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
616,Male,Undergraduate,Senior UG,Singapore,Non PR,6,YST Conservatory of Music,No,2022-23 Semester 1 & 2,Bachelor of Music
678,Male,Undergraduate,Senior UG,China,Non PR,8,Multi Disciplinary Programme,No,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
687,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
687,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
754,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
793,Male,Undergraduate,Senior UG,Singapore,Non PR,6,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
793,Male,Undergraduate,Senior UG,Singapore,Non PR,6,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
794,Male,Undergraduate,Senior UG,Singapore,Non PR,NA,NA,No,2022-23 Semester 1 & 2,NA
799,Male,Undergraduate,USP Senior UG,Singapore,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
799,Male,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
803,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
828,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
828,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
828,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
922,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
922,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
922,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
923,Male,Undergraduate,Senior UG,Malaysian,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
924,Male,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
925,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,Multi Disciplinary Programme,No,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
926,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
1056,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
1059,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
1131,Male,Undergraduate,Senior UG,Singapore,Non PR,7,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
2244,Male,Undergraduate,Senior UG,Singapore,Non PR,5,YST Conservatory of Music,Yes,2022-23 Semester 1 & 2,Bachelor of Music
2418,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2024-25 Semester 1 & 2,Bachelor of Science
2418,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
2418,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
2427,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
2433,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,No,2023-24 Semester 1 & 2,Bachelor of Laws
2433,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
2438,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,No,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
2438,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
2442,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
2442,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
2456,Male,Undergraduate,Senior UG,China,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
2471,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
2471,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
2474,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
2474,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
2486,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
2486,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
3085,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
3102,Male,Undergraduate,Senior UG,Singapore,Non PR,8,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
3137,Male,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
3222,Male,Undergraduate,Senior UG,Singapore,Non PR,7,YST Conservatory of Music,No,2022-23 Semester 1 & 2,Bachelor of Music
3243,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,5,YST Conservatory of Music,Yes,2022-23 Semester 1 & 2,Bachelor of Music
3250,Female,Undergraduate,Senior UG,"Korea, Republic of",Non PR,6,YST Conservatory of Music,No,2022-23 Semester 1 & 2,Bachelor of Music
3622,Male,Undergraduate,Senior UG,Singapore,Non PR,7,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
3622,Male,Undergraduate,Senior UG,Singapore,Non PR,7,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
3677,Female,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
3845,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Dentistry,No,2022-23 Semester 1 & 2,Bachelor of Dental Surgery
4184,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
4184,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4184,Male,Undergraduate,NA,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4185,Male,Undergraduate,USP Senior UG,Vietnamese,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4185,Male,Undergraduate,USP Senior UG,Vietnamese,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4187,Male,Undergraduate,Senior UG,Malaysian,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
4187,Male,Undergraduate,Senior UG,Malaysian,Non PR,6,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
4188,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4188,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4189,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4190,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
4190,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4191,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4191,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4194,Male,Undergraduate,Senior UG,Singapore,Non PR,7,YST Conservatory of Music,No,2022-23 Semester 1 & 2,Bachelor of Music
4281,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
4519,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4521,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
4521,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
4521,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
4577,Female,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
4675,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
4679,Male,Undergraduate,RC Senior UG,Singapore,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4681,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
4681,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
4683,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
4683,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4683,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4702,Male,Undergraduate,USP Senior UG,Indonesian,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4702,Male,Undergraduate,USP Senior UG,Indonesian,Non PR,6,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4703,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4703,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4703,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
4704,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
4705,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4707,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Pharmacy
4707,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Pharmacy
4708,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
4711,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4715,Male,Undergraduate,Senior UG,Vietnamese,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4716,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4716,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4717,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2024-25 Semester 1 & 2,Bachelor of Science
4717,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
4717,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
4718,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
4719,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4719,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
4721,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
4721,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
4721,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4722,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
4722,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
4722,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NA,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
4722,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NA,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
4723,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
4723,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
4723,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
4724,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
4725,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4727,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
4728,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2024-25 Semester 1 & 2,Bachelor of Social Sciences
4728,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
4728,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
4729,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
4732,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
4733,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
4733,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
4733,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
4760,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
4767,Male,Undergraduate,Senior UG,Singapore,Non PR,7,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
4797,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
4813,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
4820,Male,Undergraduate,Senior UG,Singapore,Non PR,7,YST Conservatory of Music,No,2022-23 Semester 1 & 2,Bachelor of Music
4820,Male,Undergraduate,Senior UG,Singapore,Non PR,7,YST Conservatory of Music,No,2023-24 Semester 1 & 2,Bachelor of Music
4994,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
5076,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
5076,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
5133,Male,Undergraduate,NA,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
5141,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
5178,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
5278,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
5289,Male,Undergraduate,Senior UG,Singapore,Non PR,7,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
5301,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5312,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
5393,Male,Undergraduate,Senior UG,Singapore,Non PR,6,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
5394,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
5396,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Arts (CDE)
5410,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
5427,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5461,Male,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5488,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5490,Male,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5543,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
5578,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
5749,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
5784,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
5847,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
5876,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
5906,Male,Undergraduate,Senior UG,Malaysian,Non PR,6,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
5935,Male,Undergraduate,Senior UG,Indian,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
5944,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
5944,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
5957,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
5999,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
6009,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
6010,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
6019,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,7,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
6020,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,7,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
6076,Male,Undergraduate,USP Senior UG,Indonesian,PR,7,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
6096,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
6230,Female,Undergraduate,Senior UG,Malaysian,PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
6400,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
6446,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,7,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
6446,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,7,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
6490,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
6506,Female,Undergraduate,Senior UG,Indonesian,PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
6541,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
6580,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
6589,Male,Undergraduate,Senior UG,China,PR,7,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
6613,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
6621,Female,Undergraduate,Senior UG,Philippines,PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
6631,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
6641,Male,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
6663,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
6685,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
6690,Female,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
6871,Female,Undergraduate,Senior UG,China,PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
6934,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
6959,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Science (BIZ)
6998,Female,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7015,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
7024,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
7043,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
7073,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,NA
7076,Male,Undergraduate,USP Senior UG,"Korea, Republic of",Non PR,7,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
7076,Male,Undergraduate,USP Senior UG,"Korea, Republic of",Non PR,7,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
7086,Male,Undergraduate,Senior UG,Malaysian,PR,7,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
