student_id,gender,classification,classification_sub,nationality,sg_pr_status,course_years_remaining,faculty,offered,application_term,course
17370,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
17370,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17371,Male,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
17374,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17378,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17378,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
17379,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Science (BIZ)
17380,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17380,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17382,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
17382,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17383,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2023-24 Semester 1 & 2,Bachelor of Business Admin
17385,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
17386,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17386,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17388,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17389,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
17389,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
17390,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Pharmacy
17391,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17391,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17392,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
17392,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17395,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17397,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17397,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17400,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17401,Female,Undergraduate,Senior UG,China,PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
17401,Female,Undergraduate,Senior UG,China,PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
17402,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17402,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17403,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
17403,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17404,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17404,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17405,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17411,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Env Studies (FOS)
17411,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Env Studies (FOS)
17413,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17413,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17414,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17417,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17419,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17419,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17420,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Env Studies (FOS)
17421,Male,Undergraduate,USP Senior UG,China,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17421,Male,Undergraduate,USP Senior UG,China,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17423,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17423,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17423,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
17424,Female,Undergraduate,Senior UG,China,PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17428,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17430,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17433,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17433,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
17436,Female,Undergraduate,Senior UG,Indonesian,PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17436,Female,Undergraduate,RC Senior UG,Indonesian,PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
17437,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17437,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17438,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17438,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17439,Female,Undergraduate,USP Senior UG,"Korea, Republic of",PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17439,Female,Undergraduate,USP Senior UG,"Korea, Republic of",PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17443,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
17444,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17444,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17446,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17446,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17447,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17448,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2023-24 Semester 1 & 2,Bachelor of Business Admin
17450,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
17451,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
17451,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17452,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Pharmacy
17452,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Pharmacy
17453,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17453,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
17456,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17457,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17458,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17461,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17462,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
17462,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Arts
17466,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17467,Female,Undergraduate,Senior UG,China,PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17467,Female,Undergraduate,Senior UG,China,PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17468,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17470,Female,Undergraduate,RC Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17472,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17472,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17473,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17474,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17474,Female,Undergraduate,USP Senior UG,Singapore,Non PR,6,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17475,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17477,Female,Undergraduate,Senior UG,China,PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17477,Female,Undergraduate,RC Senior UG,China,PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17478,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17479,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Arts (CDE)
17479,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Arts (CDE)
17481,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17483,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17483,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17484,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17484,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17488,Female,Undergraduate,Senior UG,Indonesian,PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,NA
17488,Female,Undergraduate,Senior UG,Indonesian,PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,NA
17491,Male,Undergraduate,Senior UG,China,PR,7,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Arts (CDE)
17492,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
17492,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2023-24 Semester 1 & 2,Bachelor of Laws
17493,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17494,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17495,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17497,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17497,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17498,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17499,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17506,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17506,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17512,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
17512,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
17514,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
17516,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17520,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17522,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
17522,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17522,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17525,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Science (BIZ)
17532,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17532,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17534,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17535,Female,Undergraduate,RC Senior UG,Indonesian,PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17535,Female,Undergraduate,RC Senior UG,Indonesian,PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17536,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
17536,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
17538,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17538,Male,Undergraduate,RC Senior UG,Indonesian,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17540,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17541,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17543,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17547,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17548,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17552,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17553,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Pharmacy
17553,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Pharmacy
17554,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
17556,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17556,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17559,Female,Undergraduate,Senior UG,Vietnamese,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17559,Female,Undergraduate,Senior UG,Vietnamese,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
17561,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17562,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
17562,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
17565,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17570,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
17573,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
17573,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
17574,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17574,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
17577,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17577,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17578,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17578,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
17580,Male,Undergraduate,RC Senior UG,Malaysian,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
17580,Male,Undergraduate,RC Senior UG,Malaysian,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
17581,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
17581,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
17583,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
17585,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2023-24 Semester 1 & 2,Bachelor of Business Admin
17585,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17590,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
17596,Female,Undergraduate,USP Senior UG,China,PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17596,Female,Undergraduate,USP Senior UG,China,PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
17601,Female,Undergraduate,USP Senior UG,Indonesian,PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
17601,Female,Undergraduate,USP Senior UG,Indonesian,PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17604,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
17607,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17607,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
17611,Female,Undergraduate,Senior UG,China,PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
17611,Female,Undergraduate,Senior UG,China,PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
17612,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,Bachelor of Science (Nursing)
17612,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
17613,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
17613,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
17616,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
17616,Male,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
17619,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17620,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17622,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Arts
17622,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
17623,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
17625,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2024-25 Semester 1 & 2,Bachelor of Arts
17625,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
17626,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
17628,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
